,Observer,angleSeq,fstFrameN,percentS
0,lj0408c.xlsx,0,43,0.166666666667
1,lj0408c.xlsx,0,51,0.0
2,lj0408c.xlsx,0,59,0.666666666667
3,lj0408c.xlsx,0,67,0.666666666667
4,lj0408c.xlsx,0,75,1.0
5,lj0408c.xlsx,10,43,0.0
6,lj0408c.xlsx,10,51,0.333333333333
7,lj0408c.xlsx,10,59,0.5
8,lj0408c.xlsx,10,67,0.5
9,lj0408c.xlsx,10,75,0.5
10,lj0408c.xlsx,20,43,0.0
11,lj0408c.xlsx,20,51,0.333333333333
12,lj0408c.xlsx,20,59,0.5
13,lj0408c.xlsx,20,67,0.666666666667
14,lj0408c.xlsx,20,75,0.833333333333
15,lj0408c.xlsx,30,43,0.0
16,lj0408c.xlsx,30,51,0.0
17,lj0408c.xlsx,30,59,0.166666666667
18,lj0408c.xlsx,30,67,0.333333333333
19,lj0408c.xlsx,30,75,0.833333333333
20,lj0408c.xlsx,40,43,0.0
21,lj0408c.xlsx,40,51,0.333333333333
22,lj0408c.xlsx,40,59,0.166666666667
23,lj0408c.xlsx,40,67,0.666666666667
24,lj0408c.xlsx,40,75,0.666666666667
25,lj0408c.xlsx,50,43,0.166666666667
26,lj0408c.xlsx,50,51,0.166666666667
27,lj0408c.xlsx,50,59,0.5
28,lj0408c.xlsx,50,67,0.666666666667
29,lj0408c.xlsx,50,75,0.666666666667
30,lj0408c.xlsx,60,43,0.0
31,lj0408c.xlsx,60,51,0.333333333333
32,lj0408c.xlsx,60,59,0.5
33,lj0408c.xlsx,60,67,0.833333333333
34,lj0408c.xlsx,60,75,0.833333333333
35,lj0408c.xlsx,70,43,0.0
36,lj0408c.xlsx,70,51,0.666666666667
37,lj0408c.xlsx,70,59,0.5
38,lj0408c.xlsx,70,67,0.666666666667
39,lj0408c.xlsx,70,75,0.666666666667
40,lj0408c.xlsx,80,43,0.166666666667
41,lj0408c.xlsx,80,51,0.5
42,lj0408c.xlsx,80,59,0.5
43,lj0408c.xlsx,80,67,0.833333333333
44,lj0408c.xlsx,80,75,0.833333333333
