,angle,trueIntercept,trueSlope
0,0.0,1.0481210378776096,2.5861192907359243
1,10.0,0.9902538653316688,2.001792611629933
2,20.0,0.9885723169675794,1.419224481319504
3,30.0,0.9291200111791593,1.904964594539601
4,40.0,0.8820859726897939,1.767392218375429
5,50.0,0.9355657913214225,2.260591110850068
6,60.0,0.9023785368440236,2.3190518738543897
7,80.0,0.9740505374014923,2.2313337076983264
