,angle,trueIntercept,trueSlope
0,0.0,1.045403018639575,2.2923180281306683
1,10.0,0.98890465060057,1.9292515896467222
2,20.0,0.9920567678177344,1.4785436213452066
3,30.0,0.9666468191224081,1.9542572394032607
4,40.0,0.8833370329880058,1.821788158622452
5,50.0,0.969248530119589,1.8232301646181877
6,60.0,0.9072236240884534,2.3314138296499807
7,80.0,0.9784050155893789,2.0481190140072365
