,batchList,angleSeq,fstFrameN,percentS,Observer,approxMs,totalNo
121,pvm7721,0,51,0.1,pvm_comp_1907.xlsx,850.0000000000001,10
122,pvm7721,0,59,0.5,pvm_comp_1907.xlsx,983.3333333333334,10
123,pvm7721,0,67,0.5,pvm_comp_1907.xlsx,1116.6666666666667,10
124,pvm7721,0,75,0.9,pvm_comp_1907.xlsx,1250.0,10
125,pvm7721,10,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,0
126,pvm7721,10,51,0.0,pvm_comp_1907.xlsx,850.0000000000001,0
127,pvm7721,10,59,0.0,pvm_comp_1907.xlsx,983.3333333333334,0
128,pvm7721,10,67,0.0,pvm_comp_1907.xlsx,1116.6666666666667,0
129,pvm7721,10,75,0.0,pvm_comp_1907.xlsx,1250.0,0
130,pvm7721,20,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,0
131,pvm7721,20,51,0.0,pvm_comp_1907.xlsx,850.0000000000001,0
132,pvm7721,20,59,0.0,pvm_comp_1907.xlsx,983.3333333333334,0
133,pvm7721,20,67,0.0,pvm_comp_1907.xlsx,1116.6666666666667,0
134,pvm7721,20,75,0.0,pvm_comp_1907.xlsx,1250.0,0
135,pvm7721,30,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,10
136,pvm7721,30,51,0.2,pvm_comp_1907.xlsx,850.0000000000001,10
137,pvm7721,30,59,0.2,pvm_comp_1907.xlsx,983.3333333333334,10
138,pvm7721,30,67,0.6,pvm_comp_1907.xlsx,1116.6666666666667,10
139,pvm7721,30,75,0.9,pvm_comp_1907.xlsx,1250.0,10
140,pvm7721,40,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,0
141,pvm7721,40,51,0.0,pvm_comp_1907.xlsx,850.0000000000001,0
142,pvm7721,40,59,0.0,pvm_comp_1907.xlsx,983.3333333333334,0
143,pvm7721,40,67,0.0,pvm_comp_1907.xlsx,1116.6666666666667,0
144,pvm7721,40,75,0.0,pvm_comp_1907.xlsx,1250.0,0
145,pvm7721,50,43,0.2,pvm_comp_1907.xlsx,716.6666666666667,10
146,pvm7721,50,51,0.2,pvm_comp_1907.xlsx,850.0000000000001,10
147,pvm7721,50,59,0.7,pvm_comp_1907.xlsx,983.3333333333334,10
148,pvm7721,50,67,0.7,pvm_comp_1907.xlsx,1116.6666666666667,10
149,pvm7721,50,75,0.7,pvm_comp_1907.xlsx,1250.0,10
150,pvm7721,60,43,0.1,pvm_comp_1907.xlsx,716.6666666666667,10
151,pvm7721,60,51,0.3,pvm_comp_1907.xlsx,850.0000000000001,10
152,pvm7721,60,59,0.5,pvm_comp_1907.xlsx,983.3333333333334,10
153,pvm7721,60,67,0.8,pvm_comp_1907.xlsx,1116.6666666666667,10
154,pvm7721,60,75,1.0,pvm_comp_1907.xlsx,1250.0,10
155,pvm7721,80,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,0
156,pvm7721,80,51,0.0,pvm_comp_1907.xlsx,850.0000000000001,0
157,pvm7721,80,59,0.0,pvm_comp_1907.xlsx,983.3333333333334,0
158,pvm7721,80,67,0.0,pvm_comp_1907.xlsx,1116.6666666666667,0
159,pvm7721,80,75,0.0,pvm_comp_1907.xlsx,1250.0,0
160,pvmMB147,0,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,29
161,pvmMB147,0,51,0.3103448275862069,pvm_comp_1907.xlsx,850.0000000000001,29
162,pvmMB147,0,59,0.3448275862068966,pvm_comp_1907.xlsx,983.3333333333334,29
163,pvmMB147,0,67,0.6206896551724138,pvm_comp_1907.xlsx,1116.6666666666667,29
164,pvmMB147,0,75,0.7931034482758621,pvm_comp_1907.xlsx,1250.0,29
165,pvmMB147,10,43,0.0,pvm_comp_1907.xlsx,716.6666666666667,29
166,pvmMB147,10,51,0.06896551724137931,pvm_comp_1907.xlsx,850.0000000000001,29
167,pvmMB147,10,59,0.27586206896551724,pvm_comp_1907.xlsx,983.3333333333334,29
168,pvmMB147,10,67,0.6206896551724138,pvm_comp_1907.xlsx,1116.6666666666667,29
169,pvmMB147,10,75,0.8275862068965517,pvm_comp_1907.xlsx,1250.0,29
170,pvmMB147,20,43,0.06896551724137931,pvm_comp_1907.xlsx,716.6666666666667,29
171,pvmMB147,20,51,0.2413793103448276,pvm_comp_1907.xlsx,850.0000000000001,29
172,pvmMB147,20,59,0.2413793103448276,pvm_comp_1907.xlsx,983.3333333333334,29
173,pvmMB147,20,67,0.5517241379310345,pvm_comp_1907.xlsx,1116.6666666666667,29
174,pvmMB147,20,75,0.9655172413793104,pvm_comp_1907.xlsx,1250.0,29
175,pvmMB147,30,43,0.034482758620689655,pvm_comp_1907.xlsx,716.6666666666667,29
176,pvmMB147,30,51,0.13793103448275862,pvm_comp_1907.xlsx,850.0000000000001,29
177,pvmMB147,30,59,0.3103448275862069,pvm_comp_1907.xlsx,983.3333333333334,29
178,pvmMB147,30,67,0.6896551724137931,pvm_comp_1907.xlsx,1116.6666666666667,29
179,pvmMB147,30,75,0.7931034482758621,pvm_comp_1907.xlsx,1250.0,29
180,pvmMB147,40,43,0.1724137931034483,pvm_comp_1907.xlsx,716.6666666666667,29
181,pvmMB147,40,51,0.13793103448275862,pvm_comp_1907.xlsx,850.0000000000001,29
182,pvmMB147,40,59,0.4827586206896552,pvm_comp_1907.xlsx,983.3333333333334,29
183,pvmMB147,40,67,0.7931034482758621,pvm_comp_1907.xlsx,1116.6666666666667,29
184,pvmMB147,40,75,0.9310344827586207,pvm_comp_1907.xlsx,1250.0,29
185,pvmMB147,50,43,0.10344827586206896,pvm_comp_1907.xlsx,716.6666666666667,29
186,pvmMB147,50,51,0.3793103448275862,pvm_comp_1907.xlsx,850.0000000000001,29
187,pvmMB147,50,59,0.4827586206896552,pvm_comp_1907.xlsx,983.3333333333334,29
188,pvmMB147,50,67,0.6551724137931034,pvm_comp_1907.xlsx,1116.6666666666667,29
189,pvmMB147,50,75,0.8275862068965517,pvm_comp_1907.xlsx,1250.0,29
190,pvmMB147,60,43,0.034482758620689655,pvm_comp_1907.xlsx,716.6666666666667,29
191,pvmMB147,60,51,0.7241379310344828,pvm_comp_1907.xlsx,850.0000000000001,29
192,pvmMB147,60,59,0.7241379310344828,pvm_comp_1907.xlsx,983.3333333333334,29
193,pvmMB147,60,67,0.7586206896551724,pvm_comp_1907.xlsx,1116.6666666666667,29
194,pvmMB147,60,75,0.9310344827586207,pvm_comp_1907.xlsx,1250.0,29
195,pvmMB147,80,43,0.06896551724137931,pvm_comp_1907.xlsx,716.6666666666667,29
196,pvmMB147,80,51,0.27586206896551724,pvm_comp_1907.xlsx,850.0000000000001,29
197,pvmMB147,80,59,0.3793103448275862,pvm_comp_1907.xlsx,983.3333333333334,29
198,pvmMB147,80,67,0.7586206896551724,pvm_comp_1907.xlsx,1116.6666666666667,29
199,pvmMB147,80,75,0.8275862068965517,pvm_comp_1907.xlsx,1250.0,29
