,angle,trueIntercept,trueSlope
0,10.0,0.98890465060057,1.9292515896467222
1,20.0,0.9920567678177344,1.4785436213452066
2,40.0,0.8833370329880058,1.821788158622452
3,80.0,0.9784050155893789,2.0481190140072365
