,Observer,angleSeq,fstFrameN,percentS
0,lj1008a.xlsx,0,43,0.0
1,lj1008a.xlsx,0,51,0.166666666667
2,lj1008a.xlsx,0,59,0.166666666667
3,lj1008a.xlsx,0,67,0.666666666667
4,lj1008a.xlsx,0,75,0.833333333333
5,lj1008a.xlsx,10,43,0.166666666667
6,lj1008a.xlsx,10,51,0.0
7,lj1008a.xlsx,10,59,0.5
8,lj1008a.xlsx,10,67,0.333333333333
9,lj1008a.xlsx,10,75,0.5
10,lj1008a.xlsx,20,43,0.166666666667
11,lj1008a.xlsx,20,51,0.0
12,lj1008a.xlsx,20,59,0.333333333333
13,lj1008a.xlsx,20,67,0.666666666667
14,lj1008a.xlsx,20,75,1.0
15,lj1008a.xlsx,30,43,0.166666666667
16,lj1008a.xlsx,30,51,0.0
17,lj1008a.xlsx,30,59,0.333333333333
18,lj1008a.xlsx,30,67,1.0
19,lj1008a.xlsx,30,75,0.833333333333
20,lj1008a.xlsx,40,43,0.0
21,lj1008a.xlsx,40,51,0.166666666667
22,lj1008a.xlsx,40,59,0.5
23,lj1008a.xlsx,40,67,0.5
24,lj1008a.xlsx,40,75,0.833333333333
25,lj1008a.xlsx,50,43,0.0
26,lj1008a.xlsx,50,51,0.0
27,lj1008a.xlsx,50,59,0.166666666667
28,lj1008a.xlsx,50,67,1.0
29,lj1008a.xlsx,50,75,1.0
30,lj1008a.xlsx,60,43,0.166666666667
31,lj1008a.xlsx,60,51,0.166666666667
32,lj1008a.xlsx,60,59,0.333333333333
33,lj1008a.xlsx,60,67,0.666666666667
34,lj1008a.xlsx,60,75,1.0
35,lj1008a.xlsx,70,43,0.166666666667
36,lj1008a.xlsx,70,51,0.5
37,lj1008a.xlsx,70,59,0.333333333333
38,lj1008a.xlsx,70,67,0.833333333333
39,lj1008a.xlsx,70,75,0.833333333333
40,lj1008a.xlsx,80,43,0.166666666667
41,lj1008a.xlsx,80,51,0.333333333333
42,lj1008a.xlsx,80,59,0.333333333333
43,lj1008a.xlsx,80,67,0.666666666667
44,lj1008a.xlsx,80,75,1.0
