,angle,trueIntercept,trueSlope
0,0.0,1.0379367122263425,1.6900755328928403
1,10.0,1.064014322176389,2.3786448934866016
2,20.0,1.0333209626728335,2.0101615653938074
3,30.0,1.0428040596969699,2.0561942729404654
4,40.0,0.9592688635252636,2.039462625631991
5,50.0,0.9699447198181831,1.3551990475959672
6,60.0,0.8595931334370934,1.757072930595005
7,80.0,0.985309917499482,1.6438217552263295
