,baseName,mod,pse,angle,slopeHack,trueIntercept,trueSlope,true75,true25,pse25
0,P4All,1,1.1478965264350955,30,1.3069824895554285,1.1478424892897665,2.100449353809185,1.2668646402150543,1.0288203383644787,1.0288885925728382
1,P4All,-1,1.0362624174944997,30,1.145837381344326,1.0362621288249396,1.7326620832234574,1.1805487744557472,0.8919754831941319,0.8920528035202346
2,P4All,1,1.0052736849123274,40,1.1200555209031977,1.0052019197603996,1.6798571208598216,1.1540241004658869,0.8563797390549123,0.8563970931395426
3,P4All,-1,0.9009200613374224,40,0.9282871956422979,0.9008772340526742,1.3232763750567678,1.0898022422462763,0.711952225859072,0.7120008000533369
4,P4All,1,1.1717914527635176,50,0.740000833304885,1.1717862828549408,1.0174079373454625,1.417508761345014,0.9260638043648678,0.9261217414494298
5,P4All,-1,0.8936395759717315,50,0.6998087682709664,0.8936359883389946,0.9561072689896032,1.1551129251937844,0.6321590514842048,0.6321954796986465
6,P4All,1,1.1110274018267885,60,0.8659960819582723,1.1109990811852397,1.2182062485363334,1.3162188461473496,0.9057793162231298,0.9058670578038535
7,P4All,-1,0.8312887525835055,60,0.7871364305750276,0.8312227940242856,1.0908895114847033,1.0603935738035772,0.6020520142449939,0.6021401426761783
8,P4All,1,1.1119607973864924,70,0.627540184872622,1.1119230207907602,0.8486565175616505,1.4065062765917018,0.8173397649898185,0.8173811587439161
9,P4All,-1,0.7469097939862657,70,0.4246453932039354,0.7468504689675887,0.5618892001829646,1.1917780452915223,0.3019228926436551,0.30196013067537836
10,P4All,1,1.299479965331022,80,0.4777242604249097,1.2994606244293376,0.6351536433022595,1.6930661758361,0.9058550730225752,0.9058670578038535
11,P4All,-1,0.7207747183145543,80,0.3857880528501039,0.7207623678719706,0.5088869550911292,1.212030610256433,0.22949412548750808,0.3
