,sizeSeq1,sizeSeq2,repNo,angleSeq,mod,n,Resp_mean,Resp_raw,Resp_std,acc_mean,acc_raw,acc_std,biggerStim_mean,biggerStim_raw,biggerStim_std,correctAnswer_mean,correctAnswer_raw,stimChose_mean,stimChose_raw,order
483,0.85,1,5.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,483.0
484,1.45,1,7.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,484.0
485,1.45,1,5.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,485.0
486,1,1,9.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,486.0
487,0.55,1,9.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,487.0
488,1.6,1,6.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,488.0
489,0.55,1,5.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,489.0
490,0.55,1,7.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,490.0
491,0.55,1,1.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,491.0
492,1,1,8.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,492.0
493,0.85,1,1.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,493.0
494,0.55,1,1.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,494.0
495,0.55,1,6.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,495.0
496,1.3,1,6.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,496.0
497,0.85,1,5.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,497.0
498,0.55,1,3.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,498.0
499,0.4,1,1.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,499.0
500,1.3,1,2.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,500.0
501,0.4,1,6.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,501.0
502,1.45,1,8.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,502.0
503,0.55,1,8.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,503.0
504,1.3,1,5.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,504.0
505,1,1,1.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,505.0
506,1.6,1,9.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,506.0
507,1.15,1,2.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,507.0
508,1,1,3.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,508.0
509,1.45,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,509.0
510,1.15,1,6.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,510.0
511,1.6,1,6.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,511.0
512,1.15,1,10.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,512.0
513,1.45,1,10.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,513.0
514,1.3,1,8.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,514.0
515,0.7,1,4.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,515.0
516,1.3,1,5.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,516.0
517,1.3,1,9.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,517.0
518,1.15,1,3.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,518.0
519,0.4,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,519.0
520,0.55,1,9.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,520.0
521,1.15,1,5.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,521.0
522,1.3,1,8.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,522.0
523,1.3,1,3.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,523.0
524,1.3,1,10.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,524.0
525,0.55,1,8.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,525.0
526,0.55,1,6.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,526.0
527,0.55,1,5.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,527.0
528,0.85,1,3.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,528.0
529,0.7,1,7.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,529.0
530,0.7,1,4.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,530.0
531,0.85,1,4.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,531.0
532,0.4,1,7.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,532.0
533,0.7,1,3.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,533.0
534,1.6,1,8.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,534.0
535,1.15,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,535.0
536,1.6,1,5.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,536.0
537,1.15,1,4.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,537.0
538,1,1,3.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,538.0
539,0.55,1,2.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,539.0
540,1,1,4.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,540.0
541,1.45,1,3.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,541.0
542,0.85,1,4.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,542.0
543,0.55,1,5.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,543.0
544,0.85,1,7.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,544.0
545,0.55,1,10.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,545.0
546,1.3,1,8.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,546.0
547,0.85,1,9.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,547.0
548,1.3,1,2.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,548.0
549,1.45,1,8.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,549.0
550,0.85,1,10.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,550.0
551,1.45,1,9.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,551.0
552,1.15,1,2.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,552.0
553,1.6,1,9.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,553.0
554,1.6,1,5.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,554.0
555,1,1,6.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,555.0
556,0.85,1,3.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,556.0
557,1,1,1.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,557.0
558,1.3,1,3.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,558.0
559,0.4,1,10.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,559.0
560,0.85,1,9.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,560.0
561,0.7,1,4.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,561.0
562,0.55,1,9.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,562.0
563,1.45,1,5.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,563.0
564,0.7,1,10.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,564.0
565,0.85,1,3.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,565.0
566,0.4,1,5.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,566.0
567,0.7,1,4.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,567.0
568,0.4,1,6.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,568.0
569,1.6,1,6.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,569.0
570,0.7,1,1.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,570.0
571,1.3,1,1.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,571.0
572,0.4,1,8.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,572.0
573,1.6,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,573.0
574,0.7,1,7.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,574.0
575,1.15,1,5.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,575.0
576,1.15,1,6.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,576.0
577,0.7,1,1.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,577.0
578,1.3,1,8.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,578.0
579,1.6,1,1.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,579.0
580,1.6,1,3.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,580.0
581,0.85,1,8.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,581.0
582,1.6,1,9.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,582.0
583,1,1,9.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,583.0
584,1.3,1,5.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,584.0
585,0.7,1,1.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,585.0
586,1.45,1,10.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,586.0
587,1.15,1,9.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,587.0
588,1,1,10.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,588.0
589,1,1,7.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,589.0
590,1.3,1,5.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,590.0
591,1.3,1,1.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,591.0
592,0.4,1,9.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,592.0
593,1.45,1,4.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,593.0
594,0.55,1,10.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,594.0
595,0.7,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,595.0
596,1.3,1,7.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,596.0
597,0.55,1,7.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,597.0
598,1.6,1,10.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,598.0
599,0.85,1,5.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,599.0
600,1,1,2.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,600.0
601,0.85,1,8.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,601.0
602,1.6,1,2.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,602.0
603,1.45,1,10.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,603.0
604,0.85,1,6.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,604.0
605,0.55,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,605.0
606,1.15,1,10.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,606.0
607,0.55,1,2.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,607.0
608,1.45,1,7.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,608.0
609,1.3,1,7.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,609.0
610,0.4,1,2.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,610.0
611,0.4,1,1.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,611.0
612,0.85,1,1.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,612.0
613,1.45,1,9.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,613.0
614,0.7,1,10.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,614.0
615,1,1,2.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,615.0
616,0.4,1,8.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,616.0
617,0.4,1,4.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,617.0
618,0.55,1,10.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,618.0
619,0.85,1,5.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,619.0
620,1.3,1,6.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,620.0
621,1.3,1,9.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,621.0
622,0.7,1,5.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,622.0
623,0.85,1,9.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,623.0
624,0.7,1,1.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,624.0
625,1.15,1,7.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,625.0
626,1.15,1,6.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,626.0
627,1.15,1,2.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,627.0
628,0.85,1,6.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,628.0
629,0.85,1,4.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,629.0
630,0.4,1,1.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,630.0
631,1,1,7.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,631.0
632,1.15,1,2.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,632.0
633,1.15,1,9.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,633.0
634,1.15,1,10.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,634.0
635,0.4,1,6.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,635.0
636,0.7,1,10.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,636.0
637,1.15,1,1.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,637.0
638,1.6,1,3.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,638.0
639,1,1,6.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,639.0
640,1.45,1,5.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,640.0
641,1.6,1,5.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,641.0
642,0.7,1,5.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,642.0
643,0.4,1,4.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,643.0
644,0.7,1,1.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,644.0
645,0.4,1,9.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,645.0
646,0.7,1,6.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,646.0
647,1.6,1,10.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,647.0
648,1.15,1,4.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,648.0
649,0.55,1,10.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,649.0
650,1.3,1,1.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,650.0
651,0.7,1,9.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,651.0
652,1.15,1,3.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,652.0
653,0.4,1,2.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,653.0
654,1.15,1,9.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,654.0
655,1.45,1,2.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,655.0
656,1.6,1,4.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,656.0
657,1.6,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,657.0
658,1,1,9.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,658.0
659,0.55,1,7.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,659.0
660,0.85,1,9.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,660.0
661,0.7,1,1.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,661.0
662,1,1,2.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,662.0
663,1.3,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,663.0
664,0.55,1,8.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,664.0
665,1.15,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,665.0
666,0.7,1,8.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,666.0
667,0.4,1,1.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,667.0
668,1,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,668.0
