,sizeSeq1,sizeSeq2,repNo,angleSeq,mod,n,Resp_mean,Resp_raw,Resp_std,acc_mean,acc_raw,acc_std,biggerStim_mean,biggerStim_raw,biggerStim_std,correctAnswer_mean,correctAnswer_raw,stimChose_mean,stimChose_raw,order
668,1.6,1,7.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,668.0
669,1.15,1,8.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,669.0
670,0.4,1,4.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,670.0
671,1,1,6.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,671.0
672,1.45,1,5.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,672.0
673,0.55,1,8.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,673.0
674,0.7,1,9.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,674.0
675,1.6,1,1.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,675.0
676,1.15,1,7.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,676.0
677,0.7,1,1.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,677.0
678,1,1,4.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,678.0
679,1.45,1,5.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,679.0
680,1.6,1,5.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,680.0
681,1.3,1,4.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,681.0
682,1,1,5.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,682.0
683,0.85,1,5.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,683.0
684,0.55,1,6.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,684.0
685,0.55,1,4.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,685.0
686,1.6,1,5.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,686.0
687,1.15,1,3.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,687.0
688,1.45,1,10.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,688.0
689,1.6,1,1.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,689.0
690,0.7,1,5.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,690.0
691,1.6,1,5.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,691.0
692,1.6,1,2.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,692.0
693,0.7,1,1.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,693.0
694,1.3,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,694.0
695,0.7,1,6.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,695.0
696,1.45,1,5.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,696.0
697,0.4,1,1.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,697.0
698,1.45,1,7.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,698.0
699,1.45,1,9.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,699.0
700,0.85,1,2.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,700.0
701,0.85,1,8.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,701.0
702,0.85,1,10.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,702.0
703,1,1,8.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,703.0
704,1,1,7.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,704.0
705,0.4,1,4.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,705.0
706,1,1,7.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,706.0
707,0.7,1,10.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,707.0
708,0.4,1,8.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,708.0
709,1.15,1,3.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,709.0
710,0.85,1,6.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,710.0
711,1,1,1.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,711.0
712,1.6,1,6.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,712.0
713,1.15,1,5.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,713.0
714,0.85,1,1.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,714.0
715,1.45,1,6.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,715.0
716,0.7,1,8.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,716.0
717,1,1,1.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,717.0
718,1,1,8.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,718.0
719,1.3,1,1.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,719.0
720,1.6,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,720.0
721,0.85,1,3.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,721.0
722,0.85,1,2.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,722.0
723,1,1,6.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,723.0
724,0.85,1,1.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,724.0
725,1.3,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,725.0
726,0.4,1,7.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,726.0
727,1.6,1,8.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,727.0
728,1.15,1,4.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,728.0
729,1.3,1,8.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,729.0
730,1.3,1,5.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,730.0
731,1.45,1,10.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,731.0
732,0.7,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,732.0
733,0.85,1,4.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,733.0
734,0.85,1,7.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,734.0
735,1.6,1,10.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,735.0
736,1,1,5.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,736.0
737,0.85,1,4.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,737.0
738,1,1,1.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,738.0
739,1.15,1,8.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,739.0
740,0.55,1,5.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,740.0
741,1.45,1,6.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,741.0
742,1.3,1,1.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,742.0
743,1.45,1,1.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,743.0
744,0.85,1,7.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,744.0
745,0.85,1,7.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,745.0
746,0.85,1,2.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,746.0
747,0.7,1,2.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,747.0
748,0.85,1,8.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,748.0
749,1.6,1,7.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,749.0
750,1,1,10.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,750.0
751,0.85,1,10.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,751.0
752,1.45,1,1.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,752.0
753,0.7,1,3.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,753.0
754,1.3,1,5.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,754.0
755,0.7,1,9.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,755.0
756,0.4,1,10.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,756.0
757,0.85,1,5.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,757.0
758,0.7,1,10.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,758.0
759,1,1,5.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,759.0
760,1.6,1,4.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,760.0
761,0.85,1,8.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,761.0
762,0.4,1,9.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,762.0
763,1.6,1,5.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,763.0
764,0.4,1,5.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,764.0
765,0.55,1,8.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,765.0
766,1.15,1,5.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,766.0
767,0.85,1,9.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,767.0
768,0.85,1,6.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,768.0
769,1.45,1,5.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,769.0
770,1,1,9.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,770.0
771,1.3,1,3.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,771.0
772,1.15,1,3.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,772.0
773,1.15,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,773.0
774,0.4,1,9.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,774.0
775,0.4,1,9.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,775.0
776,1.6,1,3.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,776.0
777,0.7,1,8.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,777.0
778,1.45,1,1.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,778.0
779,0.55,1,10.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,779.0
780,1.15,1,5.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,780.0
781,0.7,1,5.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,781.0
782,1.15,1,2.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,782.0
783,0.55,1,1.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,783.0
784,1.15,1,2.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,784.0
785,0.55,1,4.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,785.0
786,1.3,1,6.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,786.0
787,0.55,1,10.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,787.0
788,1.15,1,6.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,788.0
789,0.85,1,4.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,789.0
790,1.3,1,2.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,790.0
791,1.45,1,9.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,791.0
792,1.45,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,792.0
793,1.15,1,8.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,793.0
794,1.6,1,10.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,794.0
795,1.6,1,8.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,795.0
796,0.4,1,1.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,796.0
797,0.55,1,8.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,797.0
798,1.45,1,10.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,798.0
799,0.4,1,6.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,799.0
800,0.4,1,8.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,800.0
801,1.3,1,6.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,801.0
802,1.15,1,8.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,802.0
803,0.85,1,3.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,803.0
804,0.4,1,1.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,804.0
805,1.15,1,10.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,805.0
806,0.4,1,10.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,806.0
807,1.3,1,5.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,807.0
808,1.3,1,10.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,808.0
809,1.15,1,3.0,30.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,809.0
810,0.55,1,6.0,40.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,810.0
811,1.45,1,6.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,811.0
812,1.6,1,6.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,812.0
813,0.55,1,9.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,813.0
814,1.3,1,3.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,814.0
815,1.6,1,2.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,815.0
816,0.55,1,3.0,30.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,816.0
817,0.4,1,2.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,817.0
818,0.85,1,8.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,818.0
819,1.45,1,7.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,819.0
820,0.55,1,7.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,820.0
821,1.6,1,4.0,20.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,821.0
822,0.7,1,5.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,822.0
823,0.4,1,7.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,823.0
824,0.7,1,6.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,824.0
825,0.7,1,5.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,825.0
826,0.7,1,10.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,826.0
827,0.4,1,3.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,827.0
828,1.6,1,10.0,40.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,828.0
829,0.7,1,3.0,40.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,829.0
830,1,1,4.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,830.0
831,0.85,1,9.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,831.0
832,0.4,1,6.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,832.0
833,0.7,1,3.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,833.0
834,0.85,1,2.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,834.0
835,0.85,1,8.0,10.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,835.0
836,0.4,1,7.0,20.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,836.0
837,1.6,1,5.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,837.0
838,0.4,1,1.0,20.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,838.0
839,1.6,1,2.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,839.0
840,1.45,1,3.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,840.0
841,1.6,1,8.0,40.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,841.0
842,0.4,1,7.0,30.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,842.0
843,1,1,7.0,10.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,843.0
844,0.85,1,9.0,50.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,844.0
845,1,1,10.0,30.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,845.0
846,1.15,1,1.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,846.0
847,1,1,6.0,10.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,847.0
848,0.85,1,3.0,50.0,1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,848.0
849,0.7,1,10.0,10.0,-1.0,1.0,1.0,1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,849.0
850,0.4,1,1.0,50.0,1.0,1.0,-1.0,-1.0,0.0,,,,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,850.0
851,1.15,1,5.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,851.0
852,1.15,1,7.0,20.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,852.0
853,1.6,1,3.0,50.0,-1.0,1.0,-1.0,-1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,853.0
