,angle,trueIntercept,trueSlope
0,0.0,0.9699270636221432,1.5393029748086202
1,10.0,1.1216304312128487,1.6631258988791968
2,20.0,1.1026865807907573,1.6738752705346245
3,30.0,1.0032829286593148,1.7048693756872593
4,40.0,1.0082231746205288,1.7669939700690784
5,50.0,1.0118472856377718,1.4823800919386079
6,60.0,0.9578515400103305,1.3716406844554634
7,80.0,0.8476149892016125,1.4493223266787347
