,angle,trueIntercept,trueSlope
0,0.0,1.0006086615664613,1.7050831668284894
1,10.0,1.1894757010241939,1.4085808782351446
2,20.0,1.058742474834973,2.4143207303114917
3,30.0,1.0494164948945632,1.440977474934515
4,40.0,1.000584024461923,1.7057434492357306
5,50.0,1.0114582048403788,1.6749499700675992
6,60.0,0.9640763549070482,1.5503674669030687
7,70.0,0.9375672357502596,1.6473536543322014
8,80.0,0.8917414300548246,1.498954795696055
