,angle,trueIntercept,trueSlope
0,0.0,1.2347162609126063,2.036964318119851
1,10.0,1.1694377925000505,1.4127974403156527
2,20.0,1.1667456508921674,1.2980743290090098
3,30.0,1.1329918357165716,2.4476918506901333
4,40.0,1.071803850407575,1.498049382154951
5,50.0,1.0491650402766315,2.4092877884251296
6,60.0,1.0247898891400988,1.8606327637816897
7,80.0,1.1098569027574159,1.6882940294124955
