,Observer,angleSeq,fstFrameN,percentS
0,pvm_60_2s.xlsx,60,43,0.0666666666667
1,pvm_60_2s.xlsx,60,51,0.2
2,pvm_60_2s.xlsx,60,59,0.55
3,pvm_60_2s.xlsx,60,67,0.883333333333
4,pvm_60_2s.xlsx,60,75,0.933333333333
