,Observer,angleSeq,fstFrameN,percentS
0,pvm_50_1sec.xlsx,50,23,0.0
1,pvm_50_1sec.xlsx,50,29,0.0833333333333
2,pvm_50_1sec.xlsx,50,35,0.366666666667
3,pvm_50_1sec.xlsx,50,41,0.75
4,pvm_50_1sec.xlsx,50,47,0.866666666667
5,pvm_50_1sec.xlsx,50,53,0.916666666667
