,Observer,angleSeq,fstFrameN,percentS
0,pvm_40.xlsx,40,17,0.0
1,pvm_40.xlsx,40,23,0.0
2,pvm_40.xlsx,40,29,0.166666666667
3,pvm_40.xlsx,40,35,0.566666666667
4,pvm_40.xlsx,40,41,0.766666666667
5,pvm_40.xlsx,40,43,0.133333333333
6,pvm_40.xlsx,40,51,0.533333333333
7,pvm_40.xlsx,40,59,0.716666666667
8,pvm_40.xlsx,40,67,0.883333333333
9,pvm_40.xlsx,40,75,0.916666666667
